movie_title,release_date,imdb_rating,genre,budget,revenue,country,release_year,profit,rating_category
My Bloody Valentine,2009-02-12,5.5,"Mystery, Horror",14000000.0,102836002.0,AU,2009,88836002.0,Low
Every Secret Thing,2014-04-20,6.1,"Thriller, Crime, Mystery",7200000.0,103536.0,US,2014,-7096464.0,Medium
Moonrise Kingdom,2012-08-30,7.7,"Comedy, Drama, Romance",16000000.0,68848446.0,AU,2012,52848446.0,High
Water Monster 2,2021-08-20,6.8,"Thriller, Mystery",117171600.0,389334037.2,CN,2021,272162437.2,Medium
The Girl on a Bulldozer,2022-04-07,7.3,"Mystery, Drama",110000000.0,628681408.4,KR,2022,518681408.4,Medium
Robin Robin,2021-10-09,7.1,"Animation, Adventure, Family",86800000.0,637128589.0,GB,2021,550328589.0,Medium
Lego Scooby-Doo!: Haunted Hollywood,2016-05-03,7.4,"Animation, Family, Comedy, Mystery",88600000.0,591061101.8,US,2016,502461101.79999995,Medium
Æon Flux,2006-02-23,5.6,"Science Fiction, Action, Thriller",62000000.0,53321673.0,AU,2006,-8678327.0,Low
Scorned,1993-07-14,5.2,"Drama, Thriller",76340000.0,734884073.8,US,1993,658544073.8,Low
The Apartment,2004-08-10,8.2,"Comedy, Drama, Romance",3000000.0,24599998.0,AU,2004,21599998.0,High
Trinity Seven: Eternity Library & Alchemic Girl,2017-02-01,7.6,"Animation, Action, Comedy, Fantasy",136000000.0,356069126.0,JP,2017,220069126.0,High
"Ed, Edd n Eddy's Big Picture Show",2009-11-08,7.3,"Comedy, Animation, Adventure, TV Movie",91000000.0,1054685990.0,US,2009,963685990.0,Medium
Omen IV: The Awakening,1991-05-20,5.1,"Horror, Mystery, Thriller",136400000.0,533025401.2,US,1991,396625401.2,Low
Utama,2022-06-09,7.4,Drama,67800000.0,653988016.4,AU,2022,586188016.4,Medium
After We Leave,2020-02-25,5.3,"Science Fiction, Drama",77400000.0,745706751.2,US,2020,668306751.2,Low
Romeo Must Die,2000-10-15,6.2,"Action, Crime, Thriller",25000000.0,91036760.0,AU,2000,66036760.0,Medium
Woman in a Box: Virgin Sacrifice,1985-09-07,3.7,"Thriller, Horror, Crime",58670000.0,385960548.2,JP,1985,327290548.2,Low
Infernal Affairs,2003-11-05,7.8,"Drama, Action, Thriller, Crime, Mystery",125000.0,8708932.0,AU,2003,8583932.0,High
See No Evil,2006-05-19,5.4,"Horror, Thriller",8000000.0,18828036.0,US,2006,10828036.0,Low
Gnome Alone,2018-10-19,6.2,"Family, Adventure, Animation, Comedy, Fantasy",16740000.0,10800715.0,GB,2018,-5939285.0,Medium
Resort to Love,2021-07-29,7.3,"Romance, Comedy",110800000.0,517154102.4,US,2021,406354102.4,Medium
Kikujiro,1999-06-05,7.6,"Comedy, Drama, Family",129335539.8,730150249.8,JP,1999,600814710.0,High
Father of the Bride,1991-12-26,6.4,"Comedy, Romance",20000000.0,89325780.0,AU,1991,69325780.0,Medium
Ad Astra,2019-09-19,6.1,"Science Fiction, Drama",80000000.0,135406280.0,AU,2019,55406280.0,Medium
The Crimson Rivers,2000-09-27,6.9,"Crime, Mystery, Thriller",2365000.0,257720413.2,FR,2000,255355413.2,Medium
Stronger,2017-09-22,7.0,Drama,30000000.0,8786287.0,US,2017,-21213713.0,Medium
The Informer,2020-07-01,6.5,"Drama, Crime, Thriller",60000000.0,2366073.0,AU,2020,-57633927.0,Medium
Flowers in the Attic,2014-01-18,6.6,"Drama, Mystery, Thriller, TV Movie",65800000.0,394578542.8,US,2014,328778542.8,Medium
The X Files: I Want to Believe,2008-07-24,5.7,"Drama, Mystery, Science Fiction, Thriller",30000000.0,69363381.0,AU,2008,39363381.0,Low
Jerry Maguire,1997-03-06,6.9,"Comedy, Drama, Romance",50000000.0,273552592.0,AU,1997,223552592.0,Medium
The Witches of Eastwick,1987-06-12,6.5,"Comedy, Fantasy",22000000.0,63766510.0,US,1987,41766510.0,Medium
Teen Beach 2,2015-06-26,6.7,"TV Movie, Family, Comedy, Fantasy",174600000.0,717161745.8,US,2015,542561745.8,Medium
Girl in the Box,2016-09-10,6.8,Drama,20.0,154015402.6,US,2016,154015382.6,Medium
The Green Hornet,2011-01-20,5.6,"Action, Crime, Comedy",110000000.0,229155503.0,AU,2011,119155503.0,Low
The Occupant,2020-03-25,6.3,"Thriller, Drama",75200000.0,410263644.6,ES,2020,335063644.6,Medium
National Lampoon's European Vacation,1985-11-26,6.2,"Adventure, Comedy, Romance",17000000.0,49364621.0,AU,1985,32364621.0,Medium
The Big Blue,1988-11-10,7.5,"Adventure, Drama, Romance",14390509.0,27435150.6,AU,1988,13044641.600000001,Medium
Interstellar: Nolan's Odyssey,2014-11-05,7.7,Documentary,62100000.0,534518566.6,GB,2014,472418566.6,High
The Tree of Life,2011-06-30,6.7,"Drama, Fantasy",35000000.0,61721826.0,AU,2011,26721826.0,Medium
My Father's Violin,2022-01-21,7.9,"Drama, Music",128000000.0,560238084.4,US,2022,432238084.4,High
Spooks: The Greater Good,2015-12-09,6.1,"Thriller, Action",7000000.0,1473809.0,AU,2015,-5526191.0,Medium
Abduction,2011-09-22,5.9,"Thriller, Action, Mystery",35000000.0,86648359.0,AU,2011,51648359.0,Low
Broken Arrow,1950-08-01,6.8,Western,65000000.0,148345997.0,US,1950,83345997.0,Medium
Children of the Sea,2019-06-15,7.1,"Animation, Fantasy, Adventure, Mystery",79171600.0,300062289.2,AU,2019,220890689.2,Medium
The Girl Next Door,2007-10-03,6.7,"Thriller, Crime, Drama, Horror",25000000.0,31635150.0,US,2007,6635150.0,Medium
Flower & Snake,1974-06-22,5.1,"Thriller, Drama",95200000.0,568390700.4,JP,1974,473190700.4,Low
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,2007-03-10,7.3,"Family, Adventure, Animation",65000000.0,504738420.0,JP,2007,439738420.0,Medium
Newness,2017-01-25,6.1,"Romance, Drama",10000000.0,205152219.6,US,2017,195152219.6,Medium
General Cemetery,2013-07-25,6.6,Horror,75100000.0,636679839.4,PE,2013,561579839.4,Medium
Max 2: White House Hero,2017-05-05,7.1,Family,170000000.0,383273842.4,US,2017,213273842.39999998,Medium
The Chaser,2008-02-14,7.8,"Crime, Thriller, Action",120456666.0,4028782.6,KR,2008,-116427883.4,High
Immoral Tales,1974-08-28,5.9,"Drama, Romance",86400000.0,570633320.6,FR,1974,484233320.6,Low
Under Wraps,2021-10-01,6.9,"Family, Comedy, Fantasy",88400000.0,488455456.6,US,2021,400055456.6,Medium
Captain America,1990-12-14,4.5,"Action, Adventure, Science Fiction, War",3000000.0,4396382.8,US,1990,1396382.7999999998,Low
First Reformed,2018-08-16,7.0,Drama,3500000.0,3988612.0,AU,2018,488612.0,Medium
Eddie the Eagle,2016-04-21,7.2,"Comedy, Drama, History, Adventure",23000000.0,45060480.0,AU,2016,22060480.0,Medium
The Wailing,2016-05-12,7.3,"Horror, Mystery",10951000.0,49851770.0,KR,2016,38900770.0,Medium
Good Mourning,2022-05-20,5.7,Comedy,7406600.0,21348.0,US,2022,-7385252.0,Low
Escape from the Planet of the Apes,1971-05-20,6.3,"Action, Science Fiction",2500000.0,12300000.0,US,1971,9800000.0,Medium
Little Manhattan,2005-09-30,7.2,"Comedy, Romance",385373.0,1117920.0,US,2005,732547.0,Medium
Lady Chatterley's Lover,1982-05-27,5.4,"Drama, Romance",88000000.0,314837194.0,AU,1982,226837194.0,Low
Beau Pere,1981-09-15,6.6,"Drama, Romance",105200000.0,290912102.0,FR,1981,185712102.0,Medium
Zombie Fight Club,2014-10-23,4.7,"Action, Horror",127200000.0,933790755.0,HK,2014,806590755.0,Low
Para entrar a vivir,2022-08-16,5.4,"Comedy, Horror",96200000.0,281847101.4,ES,2022,185647101.39999998,Low
Addicted,2014-10-10,5.8,"Drama, Thriller",5000000.0,17499242.0,US,2014,12499242.0,Low
The 12th Man,2017-12-25,7.3,"War, Drama",7806306.0,9567121.0,NO,2017,1760815.0,Medium
Maya the Bee Movie,2021-01-07,6.2,"Family, Animation",154000000.0,142599067.8,AU,2021,-11400932.199999988,Medium
Extinction,2015-08-07,6.2,"Drama, Horror, Science Fiction",20000000.0,2360000.0,US,2015,-17640000.0,Medium
Romancing the Stone,1984-08-24,6.8,"Adventure, Action, Romance, Comedy",10000000.0,86572238.0,AU,1984,76572238.0,Medium
Guilty as Sin,1993-06-04,5.7,"Drama, Thriller, Mystery",2128009.2,22886222.0,US,1993,20758212.8,Low
So Undercover,2013-04-10,6.2,"Action, Comedy",15000000.0,2500000.0,AU,2013,-12500000.0,Medium
Flash Gordon,1981-04-16,6.2,"Science Fiction, Adventure, Fantasy, Action, Comedy",35000000.0,27176976.0,AU,1981,-7823024.0,Medium
How the Grinch Stole Christmas!,1966-12-18,7.5,"Animation, Family, Comedy",315000.0,63327999.2,US,1966,63012999.2,Medium
Duel,1973-04-06,7.4,"Action, Thriller, TV Movie",450000.0,32929889.6,AU,1973,32479889.6,Medium
Run to You,2022-03-17,6.9,"Comedy, Romance",73480000.0,372756516.0,IT,2022,299276516.0,Medium
Better Watch Out,2016-11-27,6.7,"Comedy, Horror, Thriller",50168000.0,176288.0,AU,2016,-49991712.0,Medium
A Streetcar Named Desire,1951-09-18,7.7,Drama,1800000.0,8006845.0,US,1951,6206845.0,High
Marvel One-Shot: The Consultant,2011-09-13,6.4,"Adventure, Fantasy, Science Fiction, Action",500000.0,184077446.8,US,2011,183577446.8,Medium
Lifemark,2022-10-13,6.7,Drama,56600000.0,5021114.0,AU,2022,-51578886.0,Medium
Secretariat,2010-10-08,7.4,Drama,35000000.0,60376247.0,US,2010,25376247.0,Medium
Deep Rising,1998-05-07,6.2,"Adventure, Action, Horror, Science Fiction",45000000.0,11203026.0,AU,1998,-33796974.0,Medium
Paranoia,2013-10-03,5.7,"Drama, Thriller",40000000.0,16340767.0,AU,2013,-23659233.0,Low
The King's Speech,2010-12-23,7.7,"Drama, History",15000000.0,414211549.0,AU,2010,399211549.0,High
Miss Congeniality 2: Armed and Fabulous,2005-03-24,5.7,"Action, Comedy",60000000.0,101292343.0,AU,2005,41292343.0,Low
Species: The Awakening,2007-10-17,4.7,"Horror, Science Fiction, Thriller",3800000.0,1463596.6,AU,2007,-2336403.4,Low
Another Egg and Chicken Movie,2009-04-20,7.6,"Animation, Comedy, Adventure",1900000.0,8600000.0,MX,2009,6700000.0,High
Incendies,2011-03-03,8.1,"Drama, War, Mystery",6800000.0,16017448.0,AU,2011,9217448.0,High
Double Indemnity,1944-12-01,8.1,"Crime, Drama, Mystery, Thriller",927262.0,2500000.0,AU,1944,1572738.0,High
Forbidden Planet,1957-01-10,7.3,Science Fiction,1900000.0,3250000.0,AU,1957,1350000.0,Medium
Lady Vengeance,2006-08-03,7.6,"Drama, Thriller",3675000.0,23803308.0,AU,2006,20128308.0,High
"Germany, Year Zero",1948-12-01,7.7,"War, Drama, History",129460000.0,713462580.8,IT,1948,584002580.8,High
The Nightingale,2019-08-29,7.2,"Drama, Thriller",26848000.0,855756.0,AU,2019,-25992244.0,Medium
Eagle Eye,2008-10-17,6.4,"Mystery, Thriller, Action",80000000.0,180585259.0,AU,2008,100585259.0,Medium
Hell House LLC II: The Abaddon Hotel,2018-09-14,5.7,Horror,103600000.0,134150172.6,US,2018,30550172.599999994,Low
Julia X,2011-09-24,5.1,Horror,4000000.0,3515997.6,US,2011,-484002.3999999999,Low
The City of Lost Children,1995-12-21,7.3,"Fantasy, Science Fiction, Adventure",18000000.0,1738611.0,AU,1995,-16261389.0,Medium
I Am All Girls,2021-05-14,6.7,"Crime, Drama, Mystery, Thriller",126400000.0,505093460.8,US,2021,378693460.8,Medium
Invictus,2010-01-21,7.2,"Drama, History",60000000.0,124514011.0,AU,2010,64514011.0,Medium
"No Retreat, No Surrender",1986-05-02,6.3,Action,2358225.8,4662137.0,US,1986,2303911.2,Medium
I Kill Giants,2018-05-31,6.2,"Fantasy, Drama",15100000.0,97611784.2,AU,2018,82511784.2,Medium
Sneakerella,2022-05-13,6.0,"Music, Comedy, Family",58000000.0,690731020.0,AU,2022,632731020.0,Low
Hatchet,2006-04-27,5.8,"Comedy, Horror",1500000.0,240396.0,US,2006,-1259604.0,Low
Reign of Fire,2002-10-31,6.2,"Adventure, Action, Fantasy",60000000.0,82150183.0,AU,2002,22150183.0,Medium
Camp Rock 2: The Final Jam,2010-09-03,6.3,"Comedy, Music, TV Movie",100760000.0,572504805.6,US,2010,471744805.6,Medium
Tucker and Dale vs. Evil,2011-07-28,7.4,"Comedy, Horror",5000000.0,5224938.0,AU,2011,224938.0,Medium
Amy,2015-07-10,7.6,"Documentary, Music",25255933.2,8413144.0,US,2015,-16842789.2,High
Motherless Brooklyn,2019-10-31,6.7,"Drama, Thriller",26000000.0,18477276.0,AU,2019,-7522724.0,Medium
Twin Dragons,1992-01-15,6.7,"Comedy, Action",10000000.0,8332431.0,HK,1992,-1667569.0,Medium
Amityville II: The Possession,1983-05-12,5.7,Horror,5000000.0,12534817.0,AU,1983,7534817.0,Low
Chaos,2006-01-16,6.3,"Drama, Action, Crime",30000000.0,7000000.0,AU,2006,-23000000.0,Medium
Taxi 3,2003-01-29,5.7,"Action, Comedy",14500000.0,65497208.0,FR,2003,50997208.0,Low
Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,2013-07-04,8.1,"Action, Comedy, Science Fiction, Animation",99060000.0,749472009.2,JP,2013,650412009.2,High
Welcome to the Sticks,2008-09-04,6.7,"Comedy, Drama, Romance",11000000.0,245144417.0,AU,2008,234144417.0,Medium
Czyściec,2022-10-24,5.5,Drama,142000000.0,454488625.8,BR,2022,312488625.8,Low
The Monkey King 3,2018-02-16,5.4,"Action, Adventure, Fantasy",73000000.0,5470255.6,CN,2018,-67529744.4,Low
The Grace Card,2011-02-25,7.3,Drama,200000.0,2430735.0,US,2011,2230735.0,Medium
Giant,1957-06-06,7.6,"Drama, Western",5400000.0,32855818.0,AU,1957,27455818.0,High
The Furies,2019-11-07,5.5,"Horror, Action, Thriller",87700000.0,324752855.2,AU,2019,237052855.2,Low
Donnie Brasco,1997-04-10,7.5,"Crime, Drama, Thriller",35000000.0,65303052.0,AU,1997,30303052.0,Medium
Flatliners,1990-08-20,6.5,"Drama, Science Fiction, Horror",26000000.0,61308153.0,AU,1990,35308153.0,Medium
Flatliners,1990-08-20,6.5,"Drama, Science Fiction, Horror",20000000.0,45173738.0,AU,1990,25173738.0,Medium
Crazy Safari,1991-07-05,4.7,"Action, Comedy",112200000.0,851011213.0,HK,1991,738811213.0,Low
Downfall,2005-04-21,7.8,"Drama, History, War",18339750.0,92180910.0,AU,2005,73841160.0,High
Wolves,2014-11-14,5.9,"Horror, Action",18000000.0,94953.0,US,2014,-17905047.0,Low
Next,2007-08-23,6.0,"Action, Science Fiction, Thriller",70000000.0,73591500.0,AU,2007,3591500.0,Low
Manta Manta - Zwoter Teil,2023-03-30,3.3,"Comedy, Action, Adventure",50601000.0,323787336.6,DE,2023,273186336.6,Low
Kidnapping Mr. Heineken,2015-03-12,6.0,"Drama, Action, Crime, Thriller, Mystery",3938800.2,2633527.0,AU,2015,-1305273.2000000002,Low
Convoy,1978-06-27,6.3,"Action, Comedy",12000000.0,45000000.0,AU,1978,33000000.0,Medium
The Reaping,2007-04-05,5.7,Horror,40000000.0,62226214.0,US,2007,22226214.0,Low
Phineas and Ferb: The Movie: Across the 2nd Dimension,2011-08-29,6.9,"Animation, Comedy, Family, TV Movie, Adventure, Science Fiction",113000000.0,424831011.2,AU,2011,311831011.2,Medium
Coneheads,1993-09-16,5.3,"Comedy, Science Fiction, Family",33000000.0,21274717.0,AU,1993,-11725283.0,Low
Barbie in Princess Power,2017-09-10,6.2,Animation,92200000.0,355010205.6,AU,2017,262810205.60000002,Medium
The Banana Splits Movie,2019-09-04,6.7,"Horror, Comedy",46600000.0,503592601.2,AU,2019,456992601.2,Medium
Belfast,2022-02-03,7.1,Drama,25000000.0,30000000.0,AU,2022,5000000.0,Medium
Australia,2008-11-18,6.6,"Adventure, Drama, Romance",130000000.0,215080810.0,AU,2008,85080810.0,Medium
The Aviator,2005-02-10,7.2,Drama,110000000.0,208370892.0,AU,2005,98370892.0,Medium
Lupin the Third: The Castle of Cagliostro,1995-07-11,7.5,"Family, Animation, Adventure, Comedy, Crime",7202188.0,8194857.0,AU,1995,992669.0,Medium
Smokin' Aces,2007-01-15,6.5,"Action, Comedy, Crime, Thriller",17000000.0,57263440.0,AU,2007,40263440.0,Medium
The Dry,2021-01-01,6.8,"Crime, Thriller, Mystery",21505004.0,17424378.0,AU,2021,-4080626.0,Medium
Beethoven's Big Break,2008-12-26,5.2,"Family, Comedy",124600000.0,404605095.8,US,2008,280005095.8,Low
Bulbbul,2020-06-24,6.8,"Horror, Fantasy",56400000.0,338484508.2,SG,2020,282084508.2,Medium
Land of the Lost,2009-06-11,5.5,"Adventure, Comedy, Science Fiction",100000000.0,69548641.0,AU,2009,-30451359.0,Low
14 and Under,1973-08-16,5.5,"Comedy, Romance",49000000.0,641555930.2,DE,1973,592555930.2,Low
Darkness Falls,2003-08-28,5.5,"Thriller, Horror",7000000.0,47289758.0,AU,2003,40289758.0,Low
The Curse of Buckout Road,2017-11-24,6.7,Horror,60800000.0,470197771.4,CA,2017,409397771.4,Medium
Amulet,2020-07-24,5.3,Horror,95000000.0,338365977.2,US,2020,243365977.2,Low
Nomadland,2021-03-04,7.2,Drama,5000000.0,38728987.0,AU,2021,33728987.0,Medium
The Spectacular Now,2013-12-05,6.6,"Comedy, Drama, Romance",2500000.0,6916951.0,AU,2013,4416951.0,Medium
Anon,2018-05-04,5.9,Science Fiction,20000000.0,198063983.4,US,2018,178063983.4,Low
Detective Knight: Redemption,2022-12-09,6.2,"Action, Thriller",38200000.0,319040588.8,US,2022,280840588.8,Medium
Escape from L.A.,1996-10-09,5.9,"Action, Adventure, Science Fiction, Thriller",50000000.0,25426861.0,AU,1996,-24573139.0,Low
More the Merrier,2021-07-30,6.7,"Comedy, Romance",132000000.0,665608464.0,ES,2021,533608464.0,Medium
Fiddler on the Roof,1971-11-11,7.7,"Drama, Romance",9000000.0,80501127.0,AU,1971,71501127.0,High
Blades of Glory,2007-06-21,6.1,Comedy,61000000.0,145594548.0,AU,2007,84594548.0,Medium
One Piece: Episode of Luffy - Hand Island Adventure,2012-12-15,6.8,"Action, Animation, Adventure, Comedy, Drama",91380000.0,233325357.6,JP,2012,141945357.6,Medium
Cardcaptor Sakura: The Movie,1999-08-21,7.7,"Fantasy, Animation, Adventure, Action, Drama",175400000.0,482909584.2,JP,1999,307509584.2,High
The Social Dilemma,2020-09-09,7.5,"Documentary, Drama",129400000.0,343760949.0,AU,2020,214360949.0,Medium
Rock Dog,2017-02-24,6.2,"Adventure, Animation, Comedy, Family, Music",60000000.0,24148488.0,US,2017,-35851512.0,Medium
Jackass: The Movie,2002-10-21,6.3,"Comedy, Documentary",2000000.0,79282312.0,US,2002,77282312.0,Medium
"My Teacher, My Obsession",2018-06-12,5.1,"Drama, Thriller, TV Movie",149000000.0,338539980.8,US,2018,189539980.8,Low
Pitch Perfect 3,2018-01-01,6.6,"Comedy, Music",45000000.0,185736412.0,AU,2018,140736412.0,Medium
"Planes, Trains and Automobiles",1988-02-29,7.2,Comedy,15000000.0,49500000.0,AU,1988,34500000.0,Medium
Zambezia,2012-07-07,6.0,"Comedy, Animation, Adventure, Family",20000000.0,34454336.0,US,2012,14454336.0,Low
Rim of the World,2019-05-24,6.0,"Science Fiction, Adventure, Action, Comedy",103800000.0,714096155.4,US,2019,610296155.4,Low
Dreamland,2020-11-13,6.1,"Drama, Thriller",98400000.0,251792115.2,US,2020,153392115.2,Medium
Just Say Yes,2021-04-02,6.4,"Comedy, Romance",64600000.0,361535228.0,NL,2021,296935228.0,Medium
6 Below: Miracle on the Mountain,2017-10-13,5.8,"Thriller, Drama",106000000.0,242414956.4,US,2017,136414956.4,Low
Young Frankenstein,1975-08-28,7.9,Comedy,2800000.0,86300489.0,AU,1975,83500489.0,High
Ophelia,2018-10-29,7.2,"Drama, Romance, History",12000000.0,242115.0,AU,2018,-11757885.0,Medium
Lost Highway,1997-03-27,7.6,"Drama, Thriller, Mystery",15000000.0,3756869.0,AU,1997,-11243131.0,High
Fright Night,1985-10-31,7.0,"Comedy, Horror",30000000.0,40520649.0,AU,1985,10520649.0,Medium
P.S. I Love You,2007-11-15,7.2,"Drama, Romance",30000000.0,156835339.0,AU,2007,126835339.0,Medium
Blue Exorcist: The Movie,2012-12-28,7.3,"Animation, Fantasy, Mystery, Horror, Action",128000000.0,462588501.0,JP,2012,334588501.0,Medium
Bachelor Party,1984-07-26,6.3,Comedy,6000000.0,38435947.0,AU,1984,32435947.0,Medium
A Close Shave,1996-04-10,7.5,"Family, Animation, Comedy",206800000.0,449460811.2,AU,1996,242660811.2,Medium
Anna Karenina,2013-02-13,6.7,"Drama, Romance",49000000.0,71004627.0,AU,2013,22004627.0,Medium
Magnum Force,1973-12-26,7.1,"Drama, Crime, Action",26730400.0,39768000.0,AU,1973,13037600.0,Medium
Wither,2013-05-09,5.5,Horror,49200000.0,427304425.6,SE,2013,378104425.6,Low
Upuan,2023-03-03,2.0,Romance,12001040.0,38139010.0,PH,2023,26137970.0,Low
The Elephant Man,1981-01-16,8.1,"Drama, History",5000000.0,26024614.0,AU,1981,21024614.0,High
Honeymoon with My Mother,2022-04-29,6.4,Comedy,90544000.0,519948264.6,ES,2022,429404264.6,Medium
George of the Jungle 2,2003-10-21,4.4,"Adventure, Comedy, Family",12000000.0,2207949.8,US,2003,-9792050.2,Low
Heks,2020-12-15,6.0,"Horror, Drama",140000000.0,231350551.0,US,2020,91350551.0,Low
Batman: Hush,2019-08-12,7.2,"Action, Animation, Crime, Mystery",150200000.0,527876612.0,AU,2019,377676612.0,Medium
Tom and Jerry's Giant Adventure,2013-08-04,5.9,"Animation, Family",146740000.0,367062648.8,US,2013,220322648.8,Low
Stewie Griffin: The Untold Story,2006-01-25,6.9,"Action, Adventure, Animation, Comedy",126300000.0,401345912.0,AU,2006,275045912.0,Medium
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-05-23,6.1,"Action, Adventure, Drama",20000000.0,237662040.8,AU,2016,217662040.8,Medium
Snotty Boy,2022-07-07,6.3,Animation,84540523.8,464009434.6,DE,2022,379468910.8,Medium
Hard to Kill,1990-05-17,6.0,Action,10000000.0,47410000.0,AU,1990,37410000.0,Low
Wall Street,1988-01-04,7.2,"Crime, Drama",16500000.0,43848100.0,AU,1988,27348100.0,Medium
Tenebre,1982-10-28,6.8,"Horror, Mystery, Thriller",156000000.0,309098017.4,IT,1982,153098017.39999998,Medium
The Quick and the Dead,1995-06-15,6.5,"Western, Action, Thriller",32000000.0,18552460.0,AU,1995,-13447540.0,Medium
Free Willy 2: The Adventure Home,1995-07-19,5.9,"Family, Adventure, Drama",31000000.0,30000000.0,US,1995,-1000000.0,Low
Beyond the Reach,2015-04-17,5.9,Thriller,8500000.0,45895.0,US,2015,-8454105.0,Low
Free Birds,2014-02-12,5.9,"Animation, Comedy, Family",55000000.0,110387072.0,AU,2014,55387072.0,Low
The Tuxedo,2002-12-26,5.7,"Thriller, Action, Comedy, Science Fiction",60000000.0,104429625.0,AU,2002,44429625.0,Low
Love Tactics,2022-02-11,7.2,"Romance, Comedy",91200000.0,226316080.4,TR,2022,135116080.4,Medium
Cat's Eye,1985-04-12,6.8,"Horror, Thriller",7000000.0,13100000.0,US,1985,6100000.0,Medium
Disaster Movie,2008-10-02,3.3,"Comedy, Science Fiction",20000000.0,36720752.0,AU,2008,16720752.0,Low
The Last Sharknado: It's About Time,2018-10-18,4.6,"Science Fiction, Action, Adventure, Comedy, TV Movie",3000000.0,4321825.2,AU,2018,1321825.2000000002,Low
Once Upon a Time: The Super Heroes,2001-12-23,6.5,"Documentary, TV Movie",64000000.0,357013023.4,FR,2001,293013023.4,Medium
Mad God,2022-12-05,6.9,"Animation, Fantasy, Horror, Science Fiction",250000.0,322619.0,AU,2022,72619.0,Medium
The Walking Dead,1995-02-24,6.8,"Drama, War",140040000.0,526730825.6,US,1995,386690825.6,Medium
Mirror Mirror,2012-03-29,5.9,"Adventure, Comedy, Family, Fantasy",85000000.0,173613482.0,AU,2012,88613482.0,Low
Jingle All the Way,1996-11-21,6.0,"Family, Comedy, Adventure",60000000.0,129832389.0,AU,1996,69832389.0,Low
Blood Money,2012-03-31,6.1,"Drama, Action, Thriller",218000000.0,523582647.0,IN,2012,305582647.0,Medium
Midnight in the Switchgrass,2021-07-23,6.1,"Crime, Mystery, Thriller, Action",15000000.0,97518.0,US,2021,-14902482.0,Medium
Ran,1986-09-01,8.1,"Action, Drama, History",11500005.0,11859533.0,AU,1986,359528.0,High
Arctic Predator,2010-08-20,5.6,"Action, Science Fiction, Thriller",101000000.0,253160866.8,US,2010,152160866.8,Low
Turistas,2006-12-01,5.5,"Horror, Thriller",10000000.0,14321070.0,US,2006,4321070.0,Low
Moon,2009-10-08,7.6,"Science Fiction, Drama",5000000.0,10676073.0,AU,2009,5676073.0,High
Silverado,1985-12-12,7.0,Western,26000000.0,33200000.0,AU,1985,7200000.0,Medium
The Haunted Mansion,2004-03-25,5.6,"Thriller, Fantasy, Comedy, Family, Mystery",90000000.0,155750628.0,AU,2004,65750628.0,Low
The Heartbreak Kid,2007-11-22,5.7,"Comedy, Romance",60000000.0,127766650.0,AU,2007,67766650.0,Low
Funny Games,1997-10-01,7.3,"Drama, Horror, Thriller",15000000.0,8200127.0,US,1997,-6799873.0,Medium
Faraaz,2023-02-03,4.8,"Action, Thriller",157200000.0,950627748.8,IN,2023,793427748.8,Low
Pixie Hollow Bake Off,2012-02-17,7.1,Animation,111000000.0,602209262.4,AU,2012,491209262.4,Medium
Snake and Whip,1986-08-23,5.2,"Thriller, Drama",81400000.0,393750045.8,JP,1986,312350045.8,Low
Brawl in Cell Block 99,2017-11-23,7.0,"Action, Crime, Thriller",4000000.0,79208.0,AU,2017,-3920792.0,Medium
Hal,2014-11-26,6.8,"Animation, Romance",77300000.0,485195666.4,AU,2014,407895666.4,Medium
Ben 10 protiv Univerzuma: Film,2020-10-10,7.7,"Animation, Action, Adventure, Science Fiction",124800000.0,807589932.6,US,2020,682789932.6,High
The Whole Truth,2016-10-21,6.5,"Drama, Thriller",147400000.0,445526734.8,US,2016,298126734.8,Medium
Another Gantz,2011-04-22,7.1,"Action, Science Fiction, Mystery",149000000.0,461645888.0,JP,2011,312645888.0,Medium
American Underdog,2021-12-25,7.4,Drama,902001.4,25000000.0,US,2021,24097998.6,Medium
Nice Sister-In-Law 2,2017-10-08,5.3,Romance,121400000.0,492196010.4,KR,2017,370796010.4,Low
The Perfect Date,2019-04-12,6.5,"Romance, Comedy",81000000.0,383536021.0,AU,2019,302536021.0,Medium
The Report,2019-11-14,7.0,"Thriller, Drama",8000000.0,242788.0,AU,2019,-7757212.0,Medium
Black Mass,2015-09-17,6.5,"Drama, Crime, History",53000000.0,98837872.0,AU,2015,45837872.0,Medium
Adventures in Babysitting,2016-06-24,7.4,"TV Movie, Comedy, Family",9000000.0,82628034.6,US,2016,73628034.6,Medium
Tokyo Godfathers,2003-12-29,7.9,"Animation, Drama, Comedy",63200000.0,385152856.6,JP,2003,321952856.6,High
Sherlock Gnomes,2018-03-15,5.6,"Animation, Family, Fantasy, Comedy, Adventure, Mystery",59000000.0,97459106.0,AU,2018,38459106.0,Low
Superhero Movie,2008-04-10,5.2,"Comedy, Action, Science Fiction",35000000.0,73026302.0,AU,2008,38026302.0,Low
Vampires Suck,2010-08-26,4.2,"Horror, Comedy",20000000.0,81424988.0,AU,2010,61424988.0,Low
Beautiful Vampire,2018-07-13,7.1,"Romance, Fantasy, Drama, Family",165000000.0,871192792.8,KR,2018,706192792.8,Medium
